Test Result ID,Test Case,Path,Test Suite,OS,OS Version,Browser,Browser Version,Status,Start Time,End Time,Duration,Age
5455573,automation_script_annotation,Test Cases,TS,Windows 10,Windows 10 64bit,Chrome ,71.0.3578.98,FAILED,2019-01-03 18:17:40,2019-01-03 18:19:59,139332,6
